사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
20-Oct,9호선,613,당산,18,0,"7,481","1,265","14,682","5,603","42,983","13,539","51,139","37,448","29,425","21,605","20,861","13,803","20,814","14,971","22,281","16,256","22,266","17,744","20,875","17,947","20,731","20,684","22,612","24,205","30,300","36,449","42,823","57,546","22,734","44,173","17,987","28,636","16,865","25,143","14,469","24,906","6,104","17,842",22,739,8,14,0,0,0,0
20-Oct,9호선,614,국회의사당,3,0,738,"1,380","1,469","8,267","3,243","37,957","5,298","128,726","4,898","58,422","6,212","18,618","9,063","13,926","10,118","12,178","11,767","13,573","14,983","10,522","16,877","9,152","21,241","7,896","54,403","8,878","98,469","9,820","34,472","6,467","20,326","3,717","18,907","3,095","12,904","2,418","3,812","1,592",4,18,1,1,0,0,0,0
20-Oct,9호선,615,여의도,7,0,"2,279","1,587","3,451","17,930","7,558","103,827","9,360","132,907","9,892","51,295","10,317","20,374","15,287","19,276","15,348","17,798","18,349","19,321","19,476","17,076","24,394","15,182","34,222","15,563","96,474","17,325","119,988","21,366","50,261","15,056","33,885","8,294","31,113","7,122","20,054","6,544","5,658","3,863",16,220,0,2,0,0,0,0
20-Oct,9호선,616,샛강,10,0,915,748,"1,846","3,764","3,758","12,882","5,242","29,392","3,909","12,328","3,715","6,118","4,266","5,720","4,566","5,011","5,358","5,459","5,867","5,653","6,782","4,982","8,721","5,658","15,180","7,275","25,121","10,086","9,727","6,495","6,720","3,853","6,475","2,705","4,885","2,657","2,200","1,756",4,55,1,0,0,0,0,0
20-Oct,9호선,617,노량진,349,2,"14,556","1,680","20,353","14,158","52,016","42,541","79,105","63,734","43,978","32,999","27,771","22,804","27,350","22,449","31,091","28,626","35,397","32,352","30,494","27,917","29,883","32,752","33,622","36,806","43,203","54,368","56,717","80,688","30,120","56,322","28,271","36,175","32,228","33,411","42,108","30,617","10,585","21,341",23,986,7,18,0,1,0,0
20-Oct,9호선,618,노들,9,1,"3,320",249,"4,346","1,369","14,592","2,118","18,276","3,586","9,972","2,959","7,149","3,140","5,870","3,066","5,733","3,798","6,296","4,421","5,542","4,409","5,194","6,217","5,571","6,592","6,263","8,834","6,003","14,266","3,543","11,057","2,446","6,440","2,141","6,239","1,635","5,479",689,"3,793",4,49,1,4,0,0,0,0
20-Oct,9호선,619,흑석(중앙대입구),6,0,"2,840",965,"4,926","4,708","14,284","9,744","19,222","13,514","12,289","11,512","9,962","9,104","10,118","7,662","10,973","9,535","11,023","10,528","10,918","9,065","11,445","11,188","12,831","12,334","17,953","15,765","14,932","23,709","8,695","16,828","6,872","10,964","6,647","9,130","6,621","8,977","2,586","6,037",5,40,5,3,0,0,0,0
20-Oct,9호선,620,동작(현충원),12,0,968,192,"1,512","1,533","4,347","1,474","5,659","2,565","3,355","1,862","2,240","1,617","2,180","1,574","2,557","1,622","2,510","1,743","2,392","1,798","2,406","1,840","2,989","1,880","3,036","2,517","3,750","4,096","1,878","3,067","1,580","1,759","1,263","1,753",989,"1,599",382,"1,085",7,"1,481",0,7,0,3,0,0
20-Oct,9호선,621,구반포,1,0,446,242,"1,502","1,597","4,004","3,114","5,035","6,307","3,445","4,997","2,881","3,394","2,958","3,571","3,567","4,240","4,098","4,425","4,231","4,183","4,432","4,392","5,111","4,226","6,039","5,195","8,010","7,434","4,303","5,004","3,410","2,791","2,856","2,337","2,209","2,507",502,"1,736",1,76,0,1,0,0,0,0
20-Oct,9호선,622,신반포,0,0,383,435,"1,629","3,436","4,636","5,879","5,948","7,803","3,902","5,021","3,152","3,455","2,895","2,707","3,180","2,763","3,728","3,828","3,739","3,530","4,738","4,211","6,897","3,924","7,843","4,703","7,739","6,983","4,260","4,950","2,911","2,669","2,687","2,423","1,834","2,281",626,"1,556",1,37,0,1,0,0,0,0
20-Oct,9호선,623,고속터미널,22,0,"1,833",994,"4,220","11,413","13,038","16,808","17,916","24,408","13,531","24,794","11,302","24,100","13,275","25,090","15,923","26,536","17,855","27,964","19,787","27,899","22,244","29,891","26,140","29,515","29,604","33,286","30,013","40,340","26,651","26,479","23,408","16,353","17,638","13,232","14,478","11,186","4,933","6,475",11,87,5,1,0,0,0,0
20-Oct,9호선,624,사평,12,0,771,184,"2,148","2,584","7,461","4,268","8,237","6,057","5,044","2,916","3,541","2,453","3,354","2,781","3,812","3,099","3,950","3,388","3,651","3,604","4,195","3,605","6,449","4,568","6,234","5,804","6,166","8,458","3,886","6,640","2,243","3,548","1,597","3,310","1,288","2,857",443,"1,955",0,6,1,3,0,0,0,0
20-Oct,9호선,625,신논현,21,0,"4,334","1,604","11,214","14,371","26,899","39,789","38,570","82,419","25,564","88,587","20,810","49,174","24,466","36,118","29,680","37,042","33,456","42,971","35,877","38,386","41,787","38,968","50,055","42,949","71,966","54,968","100,226","86,494","72,104","57,587","52,658","27,513","55,679","22,356","53,790","18,076","21,439","10,930",34,946,17,9,0,1,0,0
20-Oct,공항철도 1호선,639,서울역,66,0,"2,097",542,"1,689","7,169","7,337","12,146","11,099","18,196","6,834","14,581","7,011","11,630","7,792","10,775","10,722","10,416","10,994","9,654","8,993","9,142","13,263","10,118","14,790","10,184","19,062","11,503","22,327","13,493","17,049","10,960","11,891","6,504","11,894","5,642","9,180","4,346","4,339","2,024",22,"1,240",0,0,0,0,0,0
20-Oct,공항철도 1호선,640,공덕,16,0,927,164,"1,671","1,054","4,811","3,031","4,408","8,804","2,668","4,899","1,832","2,717","1,872","2,553","2,249","2,781","2,263","2,736","2,097","2,783","2,352","3,121","2,643","3,666","4,342","5,030","7,322","8,911","3,782","6,203","2,596","3,253","2,584","2,830","1,938","2,892","1,142","1,900",48,830,0,0,0,0,0,0
20-Oct,공항철도 1호선,641,홍대입구,101,5,"2,468",311,"3,395","2,714","7,388","5,756","9,823","18,051","6,824","16,971","5,290","11,737","6,402","13,552","7,892","16,504","9,099","18,937","10,370","16,778","12,601","17,420","16,161","17,996","21,558","20,570","27,422","28,218","21,103","19,174","19,515","8,949","22,516","7,316","24,102","6,360","10,411","4,588",803,"1,329",1,4,0,0,0,0
20-Oct,공항철도 1호선,642,디지털미디어시티,67,6,"2,669",609,"5,246","4,670","15,707","22,865","17,374","77,449","10,273","34,868","6,862","12,131","7,312","9,075","8,419","9,806","9,305","10,412","9,291","8,608","11,229","8,450","14,159","9,332","34,652","12,338","78,831","20,843","31,414","14,428","17,885","8,232","14,935","6,974","11,860","5,873","4,726","3,699",258,"1,428",0,2,0,0,0,0
20-Oct,공항철도 1호선,643,마곡나루(서울식물원),6,1,"1,244",773,"2,934","7,010","9,038","16,732","10,514","44,838","5,283","21,183","3,484","6,381","4,102","4,280","4,785","4,763","4,974","5,113","4,923","4,940","7,336","4,814","12,663","5,229","33,429","7,627","35,524","12,150","14,525","7,729","8,986","5,038","7,109","4,484","4,840","4,375","1,726","3,032",314,"2,498",0,7,0,0,0,0
20-Oct,공항철도 1호선,644,김포공항,11,1,"1,665","1,562","2,682","9,462","6,070","17,640","10,569","19,502","14,919","11,196","16,940","10,273","19,862","10,483","16,205","11,135","18,578","12,298","22,456","10,735","23,874","9,588","16,289","11,136","24,254","12,984","28,635","12,233","22,179","7,597","21,674","3,512","24,329","1,907","17,349","1,589","2,052",927,137,633,1,1,0,0,0,0
20-Oct,공항철도 1호선,645,계양,9,0,"6,915",584,"17,682","2,889","47,677","3,621","40,788","5,684","20,871","4,809","13,723","3,809","12,604","4,417","12,306","5,178","10,871","6,372","9,007","7,736","8,920","9,426","9,625","12,070","10,562","18,349","8,852","33,829","5,207","35,325","3,600","19,799","3,000","17,964","2,107","16,460",957,"10,339",157,"2,442",0,2,0,0,0,0
20-Oct,공항철도 1호선,646,검암,428,17,"6,782",334,"13,093","2,641","34,284","7,628","25,167","13,403","12,985","4,975","8,783","4,180","8,546","4,257","8,640","4,784","7,720","5,887","7,029","6,185","6,802","6,997","8,214","9,001","10,154","12,871","13,895","24,240","4,890","26,384","3,766","14,013","3,187","12,711","2,459","12,824","1,100","8,435",128,"3,874",0,12,0,0,0,0
20-Oct,공항철도 1호선,647,청라국제도시,26,0,"3,065",100,"13,947","3,053","27,693","6,859","17,168","15,213","8,980","5,207","6,560","2,685","6,931","3,145","7,105","4,244","6,246","4,531","5,040","4,484","5,971","5,477","7,546","7,480","11,770","8,947","18,205","18,385","5,237","20,865","3,900","11,585","3,125","9,902","2,609","9,961",794,"6,192",109,"2,455",0,0,0,0,0,0
20-Oct,공항철도 1호선,648,운서,18,0,"5,514",322,"8,293","5,084","16,252","7,784","16,459","12,156","7,993","8,242","8,341","5,037","8,691","5,436","9,138","5,507","8,016","6,549","8,375","6,706","8,750","7,992","10,761","9,242","14,152","11,106","11,325","19,768","6,069","14,659","5,553","11,148","5,501","9,623","3,949","10,197","1,733","6,886",201,"3,159",0,0,0,0,0,0
20-Oct,공항철도 1호선,649,공항화물청사,4,0,414,467,"1,049","6,522","1,702","13,178","2,314","17,432","1,659","3,690",549,"2,087",789,"3,140","1,008","3,041","1,366","1,437","2,110","1,020","2,749",824,"4,887","1,354","8,416","1,221","14,739",949,"4,010","1,117","2,282","1,751","2,478",870,"2,451",236,710,138,2,59,0,0,0,0,0,0
20-Oct,공항철도 1호선,650,인천공항1터미널,0,0,634,"2,388","1,626","5,247","3,168","11,708","5,342","17,977","4,579","5,300","1,863","5,737","2,748","7,387","2,862","7,868","4,425","5,379","5,264","5,051","8,537","4,660","7,392","4,373","12,098","6,584","16,784","2,751","6,452","1,862","4,769","2,639","4,934","1,724","2,704",988,496,640,6,372,0,0,0,0,0,0
20-Oct,공항철도 1호선,651,인천공항2터미널,0,0,612,"1,330","1,007","3,702","1,772","6,707","3,258","7,811","2,771","2,782",742,"2,101",912,"3,936","1,127","3,669","1,711","1,773","2,167","1,777","4,720","1,679","4,182","2,118","6,282","3,465","8,568","1,077","3,672",709,"2,311",642,"2,448",793,"1,225",379,268,171,0,237,0,0,0,0,0,0
20-Oct,공항철도 1호선,652,영종,6,0,"1,965",181,"5,431","1,514","10,434","2,077","7,425","3,535","5,513","2,302","4,895","2,235","4,497","3,089","4,821","3,421","4,292","3,414","3,991","4,483","4,167","4,255","4,597","4,506","4,736","7,004","4,210","7,211","2,525","9,463","1,937","6,023","1,818","5,158","1,215","4,611",646,"3,975",97,"1,745",0,0,0,0,0,0
20-Oct,9호선2~3단계,626,언주,3,1,"1,170",870,"2,487","5,995","5,227","15,186","7,427","48,662","6,421","35,664","6,383","16,411","7,655","9,430","8,955","9,160","9,562","10,912","10,916","9,831","12,296","9,236","15,330","9,107","27,761","10,572","45,217","11,970","22,586","9,043","12,370","5,502","11,182","4,895","8,347","3,621","2,567","2,902",8,218,1,0,0,0,0,0
20-Oct,9호선2~3단계,627,선정릉,1,0,899,852,"3,301","5,317","7,430","14,564","8,483","49,114","6,287","39,800","5,395","16,468","6,194","10,765","7,295","9,689","8,456","10,792","9,585","10,013","11,022","8,709","13,557","9,395","22,722","10,679","44,739","12,895","25,812","10,037","13,721","6,066","11,809","6,072","9,770","5,552","2,935","2,686",5,78,0,0,0,0,0,0
20-Oct,9호선2~3단계,628,삼성중앙,6,0,675,345,"2,103","3,920","4,560","12,697","5,399","36,112","4,621","25,042","4,241","9,361","4,452","5,573","5,490","5,716","6,208","6,397","6,691","5,301","7,440","6,136","10,024","5,632","17,996","7,727","34,737","10,251","14,885","7,097","8,548","4,208","7,459","3,305","5,459","2,759","1,866","2,196",2,22,1,2,0,0,0,0
20-Oct,9호선2~3단계,629,봉은사,2,0,"1,288","1,156","4,281","9,516","7,983","29,057","8,912","81,053","7,165","57,695","7,098","23,113","10,296","20,095","12,937","18,668","15,291","19,113","17,250","18,500","21,214","15,168","26,221","15,867","47,085","17,219","75,207","18,523","39,202","12,264","25,526","6,847","23,190","5,813","16,106","4,692","4,022","2,467",10,8,0,1,0,0,0,0
20-Oct,9호선2~3단계,630,종합운동장,2,1,"1,061",241,"2,853","1,653","8,081","4,045","9,300","8,293","5,648","5,891","4,195","3,785","4,123","3,519","4,832","4,011","4,881","4,742","4,679","4,434","4,837","4,897","6,403","5,563","8,297","8,070","10,186","12,921","6,098","9,311","4,791","5,621","5,344","4,812","4,908","4,326","1,961","2,756",10,56,1,0,0,0,0,0
20-Oct,9호선2~3단계,631,삼전,5,0,"3,294",451,"5,888","2,376","16,068","3,432","24,608","8,442","16,135","6,214","8,475","4,735","7,222","4,593","7,893","5,233","7,818","5,685","7,158","6,786","7,111","6,980","7,902","8,900","9,322","13,331","10,960","20,662","6,463","18,037","4,659","10,877","3,900","9,750","3,668","9,113","1,200","7,819",3,242,0,4,0,2,0,0
20-Oct,9호선2~3단계,632,석촌고분,12,0,"2,059",275,"4,148","1,912","12,498","3,643","20,590","9,256","13,107","7,007","7,487","4,121","6,557","4,044","6,686","4,968","7,177","5,315","6,339","5,653","6,420","6,722","7,397","7,580","8,256","10,707","10,366","18,008","5,995","14,801","4,132","9,575","3,702","8,053","3,304","7,015","1,080","4,836",3,43,2,1,0,0,0,0
20-Oct,9호선2~3단계,633,석촌,1,0,"2,545",149,"7,101","1,703","19,333","3,708","25,415","8,434","16,163","8,763","9,499","6,124","9,188","6,350","9,524","6,907","9,891","8,354","9,196","7,653","9,436","8,679","10,962","10,364","12,580","14,091","14,267","23,132","8,898","20,162","7,726","10,800","7,688","10,817","6,781","10,101","2,180","4,784",10,31,1,3,0,1,0,0
20-Oct,9호선2~3단계,634,송파나루,0,0,"1,602",231,"2,872","1,457","10,033","3,273","12,976","7,777","8,059","5,776","4,665","3,820","4,562","4,493","4,893","5,007","5,289","6,472","5,210","5,327","5,233","6,129","5,585","7,380","7,018","9,703","9,635","15,753","5,492","13,089","5,230","5,747","5,514","5,339","4,658","4,589","1,263","3,453",3,22,2,7,0,0,0,0
20-Oct,9호선2~3단계,635,한성백제,0,0,659,162,"2,071",981,"5,465","1,481","6,957","5,311","4,060","3,293","2,734","2,299","2,609","2,738","2,909","2,865","3,257","2,750","3,379","3,615","3,912","3,345","4,834","3,495","5,804","3,779","6,654","6,013","2,895","5,509","2,243","3,001","1,887","2,460","1,351","2,177",404,"1,532",1,9,4,3,0,0,0,0
20-Oct,9호선2~3단계,636,올림픽공원(한국체대),0,0,"1,293",274,"5,835","4,333","12,823","4,674","14,943","11,203","10,303","7,194","6,121","6,133","5,990","6,913","6,764","8,347","7,113","9,153","7,219","10,997","9,047","10,577","12,278","10,022","16,735","11,436","16,644","15,745","7,314","13,997","4,946","8,854","5,161","7,884","3,991","8,501",902,"4,395",2,22,1,0,0,0,0,0
20-Oct,9호선2~3단계,637,둔촌오륜,0,0,147,158,777,"1,310","2,846","3,359","3,060","2,610","1,682",792,"1,062",721,"1,176","1,377","1,049",900,"1,767",914,"1,451",787,"2,229",976,"3,306","1,040","2,452","1,455","2,036","2,135",927,"1,970",570,"1,213",448,985,297,"1,219",75,751,0,8,0,1,0,1,0,0
20-Oct,9호선2~3단계,638,중앙보훈병원,2,0,"2,284",443,"9,964","4,488","29,688","9,098","31,107","16,620","19,358","11,598","14,188","11,589","14,262","7,666","13,099","9,461","9,940","12,063","13,438","10,102","14,458","9,810","14,119","8,634","16,759","12,613","11,994","21,435","5,395","19,843","3,534","11,186","2,831","10,523","2,087","10,651",624,"5,289",0,770,0,2,0,3,0,0
20-Oct,우이신설선,696,북한산우이,21,1,"1,159",604,"2,182","2,984","7,386","3,127","7,903","5,834","4,134","11,014","3,586","11,326","3,715","8,133","5,351","5,869","6,435","5,104","7,988","4,366","9,366","3,988","10,526","3,874","8,766","3,759","5,799","4,904","3,208","4,598","1,950","2,663","1,218","2,271",746,"1,777",268,"1,179",4,167,2,0,0,0,0,0
20-Oct,우이신설선,697,솔밭공원,4,3,"1,435",375,"3,118",980,"8,377","1,529","8,299","2,620","5,447","2,329","4,104","2,309","3,831","2,445","3,870","2,877","3,514","3,334","3,520","3,640","3,329","3,709","3,420","4,111","3,036","4,776","2,560","6,460","1,522","6,255",947,"3,924",762,"3,220",510,"2,591",218,"1,858",5,101,0,7,1,0,0,0
20-Oct,우이신설선,698,4.19민주묘지,5,1,"1,173",160,"2,843",944,"6,637","1,589","7,228","5,136","5,516","4,395","4,135","4,045","4,853","3,966","4,678","4,366","4,996","4,608","5,121","4,282","5,882","4,544","6,235","4,593","5,884","5,195","4,747","6,690","2,720","6,621","1,971","3,717","1,451","3,220","1,003","2,684",368,"2,082",0,8,2,0,0,0,0,0
20-Oct,우이신설선,699,가오리,2,1,"2,103",318,"5,028","1,366","14,057","2,155","15,495","4,793","9,226","3,218","6,906","3,466","6,339","3,786","5,822","4,096","6,118","4,503","5,386","5,512","4,797","6,679","4,738","7,462","4,947","8,064","4,191","11,854","2,892","11,681","1,758","6,645","1,384","5,436",950,"4,679",398,"2,788",4,15,0,2,0,0,0,0
20-Oct,우이신설선,700,화계,1,1,"1,843",532,"3,610","1,404","10,634","1,887","12,625","3,983","7,937","2,984","5,531","3,226","5,167","3,301","5,288","3,741","5,033","4,146","4,781","4,211","4,525","4,920","4,191","5,884","4,081","6,359","3,652","9,591","2,743","8,344","1,432","4,835","1,223","3,918",926,"3,479",328,"2,227",6,5,1,0,0,0,0,0
20-Oct,우이신설선,701,삼양,6,0,"1,054",325,"2,352",718,"6,106","1,289","6,560","3,270","4,647","2,398","3,691","2,447","3,235","2,352","3,143","2,524","3,321","2,885","3,043","3,251","2,762","4,085","2,665","4,314","2,523","4,284","2,424","5,965","1,615","5,210","1,145","3,093",717,"2,772",527,"2,052",177,"1,209",2,3,1,0,1,1,0,0
20-Oct,우이신설선,702,삼양사거리,1,0,"1,159",205,"2,548",970,"6,246","1,805","7,657","3,837","5,172","2,973","4,559","2,917","3,960","3,197","4,006","3,067","4,181","3,350","3,767","3,700","3,669","4,688","3,263","5,192","3,255","5,247","3,121","6,836","2,227","5,537","1,528","3,251","1,080","2,591",867,"1,987",298,"1,305",0,1,0,2,0,0,0,0
20-Oct,우이신설선,703,솔샘,2,0,"2,288",251,"7,839","1,074","25,606","2,540","25,405","4,194","13,452","2,881","8,644","3,258","7,190","3,644","7,282","4,215","7,270","4,668","6,146","5,373","5,859","7,017","5,670","8,576","5,437","11,323","4,663","19,452","2,672","19,081","1,956","10,195","1,428","8,960","1,280","7,386",555,"4,741",2,5,1,6,0,0,0,0
20-Oct,우이신설선,704,북한산보국문,7,1,"1,669",588,"5,732","1,953","17,459","5,075","21,276","7,894","13,041","5,555","9,199","5,168","8,806","5,061","8,751","5,457","8,771","6,141","8,473","6,455","8,181","8,040","8,126","9,305","9,275","12,163","8,995","18,505","5,137","16,230","3,498","10,012","2,967","8,279","2,454","6,923","1,147","4,526",5,11,4,8,0,0,0,0
20-Oct,우이신설선,705,정릉,1,0,"1,838",504,"4,446","1,613","12,235","3,064","14,344","5,856","10,711","3,585","7,705","3,369","7,241","3,788","7,102","4,536","7,021","4,782","6,572","5,503","5,883","6,434","6,507","7,675","6,842","9,670","6,865","14,028","3,996","11,305","2,460","6,803","2,195","5,727","1,620","4,620",613,"2,392",1,5,0,4,0,0,0,0
